LRT LINE,stop_id,stop_name,tenant,name,category
AGL,SP31,Putra Heights,Nusantara Meat,Nusantara Meat,Butcher
AGL,SP31,Putra Heights,Loob Integrated Sdn Bhd,Tealive,F&B (Beverage)
AGL,SP31,Putra Heights,Loob Integrated Sdn Bhd,Tealive,F&B (Beverage)
AGL,SP31,Putra Heights,Ninja Logistics Sdn Bhd,Ninja Van,Postal box
AGL,SP31,Putra Heights,Digi Telecommunications Sdn Bhd,Digi SSK,Self Service Kiosk
AGL,SP31,Putra Heights,Smart Solutions Engineering Sdn Bhd,Powerbank,Self Service Kiosk
AGL,SP31,Putra Heights,7-Eleven Malaysia Sdn Bhd,7-Eleven,Convenience Store
AGL,SP31,Putra Heights,VRetail Solutions Sdn Bhd,Vretail,Vending Machine
AGL,SP31,Putra Heights,Green Vending Sdn Bhd,Green Vending,Vending Machine
AGL,SP31,Putra Heights,Atlas Vending (M) Sdn Bhd,Atlas VM,Vending Machine
AGL,SP31,Putra Heights,Carzo Sdn Bhd,Fruits & Bottled Juice VM,Vending Machine
AGL,SP31,Putra Heights,Bean Inspired Venture,Coffee For Good,F&B (Cart)
AGL,SP26,Taman Perindustrian Puchong,Ninja Logistics Sdn Bhd,Ninja Van,Postal box
KLJ,KJ35,Alam Megah,MyNews Retail Sdn Bhd,myNEWS.com,Convenience Store
KLJ,KJ35,Alam Megah,MyNews Retail Sdn Bhd,myNEWS.com,Convenience Store
KLJ,KJ35,Alam Megah,Ninja Logistics Sdn Bhd,Ninja Van,Postal box
KLJ,KJ35,Alam Megah,Malakat Food Sdn Bhd,TeaAmo,F&B (Beverage)
KLJ,KJ35,Alam Megah,Malakat Food Sdn Bhd,TeaAmo,F&B (Beverage)
KLJ,KJ26,Ara Damansara,Ninja Logistics Sdn Bhd,Ninja Van,Postal box
KLJ,KJ26,Ara Damansara,MyNews Retail Sdn Bhd,myNEWS.com,Convenience Store
KLJ,KJ26,Ara Damansara,MyNews Retail Sdn Bhd,myNEWS.com,Convenience Store
KLJ,KJ26,Ara Damansara,Loaves & Bites Enterprise,Loaves & Bites ,F&B (Cafe)
KLJ,KJ26,Ara Damansara,Green Vending Sdn Bhd,Green Vending,Vending Machine
KLJ,KJ26,Ara Damansara,VRetail Solutions Sdn Bhd,VRetail,Vending Machine
KLJ,KJ26,Ara Damansara,Atlas Vending (M) Sdn Bhd,Atlas VM,Vending Machine
KLJ,KJ26,Ara Damansara,ISS Consulting (M) Sdn Bhd,Vendlah VM,Vending Machine
KLJ,KJ26,Ara Damansara,Digi Telecommunications Sdn Bhd,Digi SSK,Self Service Kiosk
KLJ,KJ27,Glenmarie,Aiman Amar Enterprise,Vacant,F&B (Snacks)
KLJ,KJ27,Glenmarie,Ninja Logistics Sdn Bhd,Ninja Van,Postal box
KLJ,KJ27,Glenmarie,7-Eleven Malaysia Sdn Bhd,7-Eleven,Convenience Store
KLJ,KJ27,Glenmarie,VRetail Solutions Sdn Bhd,VRetail,Vending Machine
KLJ,KJ27,Glenmarie,Atlas Vending (M) Sdn Bhd,Atlas VM,Vending Machine
KLJ,KJ27,Glenmarie,Atlas Vending (M) Sdn Bhd,Atlas VM,Vending Machine
KLJ,KJ27,Glenmarie,Carzo Sdn Bhd,Fruits & Bottled Juice VM,Vending Machine
KLJ,KJ27,Glenmarie,ISS Consulting (M) Sdn Bhd,Vendlah VM,Vending Machine
KLJ,KJ27,Glenmarie,Green Vending Sdn Bhd,Green Vending,Vending Machine
KLJ,KJ27,Glenmarie,Sensei Consulting Solution PLT,Medical Vending Machine,Vending Machine
KLJ,KJ27,Glenmarie,Digital Salute Sdn Bhd,Epay,Self Service Kiosk
KLJ,KJ27,Glenmarie,Smart Solutions Engineering Sdn Bhd,Powerbank,Self Service Kiosk
KLJ,KJ27,Glenmarie,Digi Telecommunications Sdn Bhd,Digi SSK,Self Service Kiosk
KLJ,KJ25,Lembah Subang,MyNews Retail Sdn Bhd,myNEWS.com,Convenience Store
KLJ,KJ25,Lembah Subang,MyNews Retail Sdn Bhd,myNEWS.com,Convenience Store
KLJ,KJ25,Lembah Subang,Ninja Logistics Sdn Bhd,Ninja Van,Postal box
KLJ,KJ25,Lembah Subang,Warong Mak Cu,Warong Mak Cu,F&B
KLJ,KJ25,Lembah Subang,Smart Solutions Engineering Sdn Bhd,Powerbank,Self Service Kiosk
KLJ,KJ25,Lembah Subang,VRetail Solutions Sdn Bhd,VRetail,Vending Machine
KLJ,KJ25,Lembah Subang,Atlas Vending (M) Sdn Bhd,Atlas VM,Vending Machine
KLJ,KJ25,Lembah Subang,Green Vending Sdn Bhd,Green Vending,Vending Machine
KLJ,KJ29,SS 15,Loob Integrated Sdn Bhd,Vacant,F&B (Beverage)
KLJ,KJ29,SS 15,Loob Integrated Sdn Bhd,Tealive,F&B (Beverage)
KLJ,KJ29,SS 15,Ninja Logistics Sdn Bhd,Ninja Van,Postal box
KLJ,KJ29,SS 15,MyNews Retail Sdn Bhd,myNEWS.com,Convenience Store
KLJ,KJ29,SS 15,Carzo Sdn Bhd,Fruits & Bottled Juice VM,Vending Machine
KLJ,KJ29,SS 15,Axil Trading,Postal Service Kiosk,Postal Kiosk
KLJ,KJ29,SS 15,Digital Salute Sdn Bhd,Epay,Self Service Kiosk
KLJ,KJ29,SS 15,Smart Solutions Engineering Sdn Bhd,Powerbank,Self Service Kiosk
KLJ,KJ29,SS 15,Digi Telecommunications Sdn Bhd,Digi SSK,Self Service Kiosk
KLJ,KJ29,SS 15,Nasi Lemak Saleha Sdn Bhd,Nasi Lemak Saleha,F&B (Cart)
KLJ,KJ30,SS 18,Ninja Logistics Sdn Bhd,Ninja Van,Postal box
KLJ,KJ30,SS 18,Atlas Vending (M) Sdn Bhd,Atlas VM,Vending Machine
KLJ,KJ30,SS 18,Digital Salute Sdn Bhd,Epay,Self Service Kiosk
KLJ,KJ30,SS 18,Malakat Food Sdn Bhd,TeaAmo,F&B (Beverage)
KLJ,KJ36,Subang Alam,Ninja Logistics Sdn Bhd,Ninja Van,Postal box
KLJ,KJ28,Subang Jaya,VRetail Solutions Sdn Bhd,VRetail,Vending Machine
KLJ,KJ28,Subang Jaya,Atlas Vending (M) Sdn Bhd,Atlas VM,Vending Machine
KLJ,KJ28,Subang Jaya,Atlas Vending (M) Sdn Bhd,Atlas VM,Vending Machine
KLJ,KJ28,Subang Jaya,Vendtimes Sales & Services Sdn Bhd,Vendtimes VM,Vending Machine
KLJ,KJ28,Subang Jaya,Green Vending Sdn Bhd,Green Vending,Vending Machine
KLJ,KJ28,Subang Jaya,Sensei Consulting Solution PLT,Medical Vending Machine,Vending Machine
KLJ,KJ28,Subang Jaya,Digital Salute Sdn Bhd,Epay,Self Service Kiosk
KLJ,KJ28,Subang Jaya,Smart Solutions Engineering Sdn Bhd,Powerbank,Self Service Kiosk
KLJ,KJ28,Subang Jaya,Digi Telecommunications Sdn Bhd,Digi SSK,Self Service Kiosk
KLJ,KJ28,Subang Jaya,Ninja Logistics Sdn Bhd,Ninja Van,Postal box
KLJ,KJ28,Subang Jaya,Loob Integrated Sdn Bhd,Tealive,F&B (Beverage)
KLJ,KJ28,Subang Jaya,Malakat Food Sdn Bhd,TeaAmo,F&B (Beverage)
KLJ,KJ32,Taipan,Ninja Logistics Sdn Bhd,Ninja Van,Postal box
KLJ,KJ32,Taipan,3J International Sdn Bhd,LRTea,F&B (Beverage)
KLJ,KJ32,Taipan,Malakat Food Sdn Bhd,TeaAmo,F&B (Beverage)
KLJ,KJ32,Taipan,Malakat Food Sdn Bhd,TeaAmo,F&B (Beverage)
KLJ,KJ32,Taipan,Atlas Vending (M) Sdn Bhd,Atlas VM,Vending Machine
KLJ,KJ32,Taipan,Atlas Vending (M) Sdn Bhd,Atlas VM,Vending Machine
KLJ,KJ32,Taipan,Green Vending Sdn Bhd,Green Vending,Vending Machine
KLJ,KJ34,USJ 21,Atlas Vending (M) Sdn Bhd,Atlas VM,Vending Machine
KLJ,KJ34,USJ 21,Atlas Vending (M) Sdn Bhd,Atlas VM,Vending Machine
KLJ,KJ34,USJ 21,Emi & Jai Business Ventures,17Gram Beans,F&B (Beverage)
KLJ,KJ34,USJ 21,Emi & Jai Business Ventures,17Gram Beans,F&B (Beverage)
KLJ,KJ34,USJ 21,Ninja Logistics Sdn Bhd,Ninja Van,Postal box
KLJ,KJ31,USJ 7,Ninja Logistics Sdn Bhd,Ninja Van,Postal box
KLJ,KJ31,USJ 7,3J International Sdn Bhd,LRTea,F&B (Beverage)
KLJ,KJ31,USJ 7,MyNews Retail Sdn Bhd,myNEWS.com,Convenience Store
KLJ,KJ31,USJ 7,Smart Solutions Engineering Sdn Bhd,Powerbank,Self Service Kiosk
KLJ,KJ31,USJ 7,Atlas Vending (M) Sdn Bhd,Atlas VM,Vending Machine
KLJ,KJ31,USJ 7,Atlas Vending (M) Sdn Bhd,Atlas VM,Vending Machine
KLJ,KJ31,USJ 7,Atlas Vending (M) Sdn Bhd,Atlas VM,Vending Machine
KLJ,KJ31,USJ 7,Carzo Sdn Bhd,Fruits & Bottled Juice VM,Vending Machine
KLJ,KJ31,USJ 7,Green Vending Sdn Bhd,Green Vending,Vending Machine
KLJ,KJ31,USJ 7,ISS Consulting (M) Sdn Bhd,Vendlah VM,Vending Machine
KLJ,KJ31,USJ 7,Sensei Consulting Solution PLT,Medical Vending Machine,Vending Machine
KLJ,KJ33,Wawasan,Ninja Logistics Sdn Bhd,Ninja Van,Postal box
MRL,MR6,Bukit Bintang,Ninja Logistics Sdn Bhd,Ninja Van,Postal box
MRL,MR6,Bukit Bintang,Ideajingga Sdn Bhd,Abstrax Concept Store,Fashion
MRL,MR6,Bukit Bintang,Ideajingga Sdn Bhd,Abstrax Concept Store,Fashion
MRL,MR6,Bukit Bintang,Super Sunday,Super Sunday,Fashion
MRL,MR6,Bukit Bintang,Super Sunday,Super Sunday,Fashion
MRL,MR6,Bukit Bintang,Super Sunday,Super Sunday,Fashion
MRL,MR6,Bukit Bintang,Transit Stores Sdn Bhd,Transit Store,Convenience Store
MRL,MR6,Bukit Bintang,Tune Talk Sdn Bhd,Tune Talk Outlet,Service
MRL,MR6,Bukit Bintang,Al-Umara Sdn Bhd,Oud Al-Anood,Beauty & Health
MRL,MR6,Bukit Bintang,Al-Umara Sdn Bhd,Oud Al-Anood,Beauty & Health
MRL,MR6,Bukit Bintang,Big Apple Alliance Sdn Bhd,Gloria Jeans' Coffee ,F&B (Cafe)
MRL,MR8,Bukit Nanas,Ninja Logistics Sdn Bhd,Ninja Van,Postal box
MRL,MR10,Chow Kit,Ninja Logistics Sdn Bhd,Ninja Van,Postal box
MRL,MR4,Hang Tuah (MRL),7-Eleven Malaysia Sdn Bhd,7-Eleven,Convenience Store
MRL,MR4,Hang Tuah (MRL),7-Eleven Malaysia Sdn Bhd,7-Eleven,Convenience Store
MRL,MR4,Hang Tuah (MRL),Loob Integrated Sdn Bhd,Tealive,F&B (Beverage)
MRL,MR5,Imbi,Star Mart Express Sdn Bhd,Starmart,Service
MRL,MR5,Imbi,Super Nice Express Sdn Bhd,Supernice,Service
MRL,MR5,Imbi,Green Vending Sdn Bhd,Green Vending,Vending Machine
MRL,MR5,Imbi,MyAngkasa Optikal Sdn Bhd,MyAngkasa Optikal,Optical Store
MRL,MR5,Imbi,Ninja Logistics Sdn Bhd,Ninja Van,Postal box
MRL,MR5,Imbi,Suasana Edaran Sdn  Bhd,Suasana Edaran Ticket Counter,Service
MRL,MR5,Imbi,Suasana Edaran Sdn  Bhd,Suasana Edaran Ticket Counter,Service
MRL,MR1,KL Sentral (MRL),Ninja Logistics Sdn Bhd,Ninja Van,Postal box
MRL,MR1,KL Sentral (MRL),Indimas Sdn Bhd,ABC Café Concept,F&B
MRL,MR3,Maharajalela,Ninja Logistics Sdn Bhd,Ninja Van,Postal box
MRL,MR9,Medan Tuanku,Ninja Logistics Sdn Bhd,Ninja Van,Postal box
MRL,MR7,Raja Chulan,Ninja Logistics Sdn Bhd,Ninja Van,Postal box
MRL,MR7,Raja Chulan,Neu Rallly Enterprise,Neurally Café,F&B (Beverage)
MRL,MR11,Titiwangsa (MRL),Ninja Logistics Sdn Bhd,Ninja Van,Postal box
MRL,MR2,Tun Sambanthan,Ninja Logistics Sdn Bhd,Ninja Van,Postal box
MRT,KG05,KWASA SENTRAL,7-ELEVEN MALAYSIA SDN BHD,7-ELEVEN MALAYSIA SDN BHD,Convenience Store
MRT,KG06,KOTA DAMANSARA,MYNEWS RETAIL SDN BHD,MYNEWS RETAIL SDN BHD,Convenience Store
MRT,KG07,SURIAN,7-ELEVEN MALAYSIA SDN BHD,7-ELEVEN MALAYSIA SDN BHD,Convenience Store
MRT,KG07,SURIAN,MYNEWS RETAIL SDN BHD,MYNEWS RETAIL SDN BHD,F&B
MRT,KG08,MUTIARA DAMANSARA,MYNEWS RETAIL SDN BHD,MYNEWS RETAIL SDN BHD,Convenience Store
MRT,KG09,BANDAR UTAMA,MYNEWS RETAIL SDN BHD,MYNEWS RETAIL SDN BHD,Convenience Store
MRT,KG09,BANDAR UTAMA,MYNEWS RETAIL SDN BHD,MYNEWS RETAIL SDN BHD,Convenience Store
MRT,KG10,TAMAN TUN DR ISMAIL,QL MAXINCOME SDN BHD,QL MAXINCOME SDN BHD,Convenience Store
MRT,KG10,TAMAN TUN DR ISMAIL,QL MAXINCOME SDN BHD,QL MAXINCOME SDN BHD,Convenience Store
MRT,KG13,PUSAT BANDAR DAMANSARA,7-ELEVEN MALAYSIA SDN BHD,7-ELEVEN MALAYSIA SDN BHD,Convenience Store
MRT,KG14,SEMANTAN,7-ELEVEN MALAYSIA SDN BHD,7-ELEVEN MALAYSIA SDN BHD,Convenience Store
MRT,KG14,SEMANTAN,RB GURNEY SDN BHD,RB GURNEY SDN BHD,F&B (Bakery)
MRT,KG23,TAMAN PERTAMA,MYNEWS RETAIL SDN BHD,MYNEWS RETAIL SDN BHD,Convenience Store
MRT,KG23,TAMAN PERTAMA,MYNEWS RETAIL SDN BHD,MYNEWS RETAIL SDN BHD,Convenience Store
MRT,KG24,TAMAN MIDAH,7-ELEVEN MALAYSIA SDN BHD,7-ELEVEN MALAYSIA SDN BHD,Convenience Store
MRT,KG26,TAMAN CONNAUGHT,7-ELEVEN MALAYSIA SDN BHD,7-ELEVEN MALAYSIA SDN BHD,Convenience Store
MRT,KG26,TAMAN CONNAUGHT,7-ELEVEN MALAYSIA SDN BHD,7-ELEVEN MALAYSIA SDN BHD,Convenience Store
MRT,KG27,TAMAN SUNTEX,MYNEWS RETAIL SDN BHD,MYNEWS RETAIL SDN BHD,Convenience Store
MRT,KG29,BANDAR TUN HUSSEIN ONN,7-ELEVEN MALAYSIA SDN BHD,7-ELEVEN MALAYSIA SDN BHD,Convenience Store
MRT,KG30,BATU SEBELAS CHERAS,7-ELEVEN MALAYSIA SDN BHD,7-ELEVEN MALAYSIA SDN BHD,Convenience Store
MRT,KG33,SUNGAI JERNIH,AJ DELICACIES,AJ DELICACIES,Convenience Store
MRT,KG34,STADIUM KAJANG,MYNEWS RETAIL SDN BHD,MYNEWS RETAIL SDN BHD,F&B
MRT,KG34,STADIUM KAJANG,7-ELEVEN MALAYSIA SDN BHD,7-ELEVEN MALAYSIA SDN BHD,Convenience Store
MRT,PY04,SUNGAI BULOH,OK EXPRESS SDN BHD,OK EXPRESS SDN BHD,Convenience Store
MRT,PY03,KAMPUNG SELAMAT,MYNEWS RETAIL SDN BHD,MYNEWS RETAIL SDN BHD,Convenience Store
SAL,SA1,Bandar Utama,ATLAS,ATLAS,Vending Machine
SAL,SA2,Kayu Ara,ATLAS,ATLAS,Vending Machine
SAL,SA3,BU11 (Bandar Utama 11),PANAS,PANAS,Convenience Store
SAL,SA3,BU11 (Bandar Utama 11),ATLAS,ATLAS,Vending Machine
SAL,SA5,Damansara Idaman,PANAS,PANAS,Convenience Store
SAL,SA5,Damansara Idaman,Dunkin,Dunkin,F&B
SAL,SA5,Damansara Idaman,ATLAS,ATLAS,Vending Machine
SAL,SA5,Damansara Idaman,Coffeebot,Coffeebot,Vending Machine
SAL,SA6,Subang,Traveller Mart,Traveller Mart,Convenience Store
SAL,SA6,Subang,ATLAS,ATLAS,Vending Machine
SAL,SA7,Glenmarie 2,MyNews,MyNews,Convenience Store
SAL,SA7,Glenmarie 2,Dunkin,Dunkin,F&B
SAL,SA7,Glenmarie 2,ATLAS,ATLAS,Vending Machine
SAL,SA7,Glenmarie 2,Coffeebot,Coffeebot,Vending Machine
SAL,SA9,Kerjaya,PANAS,PANAS,Convenience Store
SAL,SA9,Kerjaya,ATLAS,ATLAS,Vending Machine
SAL,SA10,Stadium Shah Alam,ATLAS,ATLAS,Vending Machine
SAL,SA10,Stadium Shah Alam,Coffeebot,Coffeebot,Vending Machine
SAL,SA12,Dato' Menteri,Traveller Mart,Traveller Mart,Convenience Store
SAL,SA12,Dato' Menteri,Mammabunz,Mammabunz,F&B (Bakery)
SAL,SA12,Dato' Menteri,ATLAS,ATLAS,Vending Machine
SAL,SA14,UiTM Shah Alam,Traveller Mart,Traveller Mart,Convenience Store
SAL,SA14,UiTM Shah Alam,Coffeebot,Coffeebot,Vending Machine
SAL,SA15,Seksyen 7 Shah Alam,MyNews,MyNews,Convenience Store
SAL,SA15,Seksyen 7 Shah Alam,Dunkin,Dunkin,F&B
SAL,SA15,Seksyen 7 Shah Alam,ATLAS,ATLAS,Vending Machine
SAL,SA17,Bandar Baru Klang,PANAS,PANAS,Convenience Store
SAL,SA17,Bandar Baru Klang,K&N,K&N,Vending Machine
SAL,SA18,Pasar Klang,K&N,K&N,Vending Machine
SAL,SA19,Jalan Meru,K&N,K&N,Vending Machine
SAL,SA20,Jambatan Kota,K&N,K&N,Vending Machine
SAL,SA21,Taman Selatan,PANAS,PANAS,Convenience Store
SAL,SA21,Taman Selatan,K&N,K&N,Vending Machine
SAL,SA22,Seri Andalas,Dunkin,Dunkin,F&B
SAL,SA22,Seri Andalas,K&N,K&N,Vending Machine
SAL,SA22,Seri Andalas,Coffeebot,Coffeebot,Vending Machine
SAL,SA23,Klang Jaya,PANAS,PANAS,Convenience Store
SAL,SA23,Klang Jaya,K&N,K&N,Vending Machine
SAL,SA24,Bandar Bukit Tinggi,K&N,K&N,Vending Machine
SAL,SA24,Bandar Bukit Tinggi,Coffeebot,Coffeebot,Vending Machine
SAL,SA26,Johan Setia,PANAS,PANAS,Convenience Store
SAL,SA26,Johan Setia,K&N,K&N,Vending Machine
